spotify_uri,language,lyrics_en
You know, baby, that with you I am happy
If you want, we'll travel the world and photograph Paris
Well perfumed, always Louis Vui the lotion
If you handle me well, I will give you your mansion
I have admiration for that little ass (Why?)
Because in bed it is an example and improvement

You and me doing the after party
Smoking mari (Mari)
With a Cali stand (In California, mommy)
In the Urus, baby
You and me doing the after party (Party)
Smoking mari (Mari)
With a Cali post (California, my love)
In the Urus, baby

Private flight, nothing from Avianca or Spirit (Never)
Ask me for help, don't tell Siri
For you they are all my lyrics, ma, they are all my lyrics (Haha)
And I quote you like Anuel with Amiri (Brr)
Baby, let's go on vacation (Haha)
That my account is like Neymar's (what a joke)
If you want all I can buy it for you (What do you want?)
I give you a gift, only you have to speak (Ah, ready)
What do you want? La Dolce? The Gucci? The Prada?
The Balenciaga? I give it to you (I buy it for you)
He knows that you want to do it with me
And if you call me a baby, here I am (Rico)

You and me doing the after party (How so?)
smoking mari
With a Cali post
In the Urus, baby (In the Urus, my heaven)
You and me doing the after party (The after what?)
Smoking mari (Oh my God)
With a Cali position (Haha)
In the Urus, baby

Well, what can I tell you? What can I tell you?
If ours is a joke
We don't have to envy anyone anything, because we all have it
The only complement for me to feel satisfied
They are such beautiful little kisses that you give me, my heart (Hail Mary, my love)
Money Makers
Always Blessed, and this is for you, you know who
Tell me, Jara
From the Antioquia neighborhood
Hey, Jose, candle
Nun (Don't get mercy on these niggas)
Ah-ah-ah
Hail Mary, my love, if you only knew
Oh, let me listen to the song again"
0JoHqmlqE0W0i9prt6kcHR,es,"I don't know what to do anymore
I don't know which one to stay with
They all know how to mistreat me in bed
They have me well, they have me well with sex

I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate
I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate

(Noriel)
The first one despairs
He cringes if I put it outside
The second one has the cover
And he pays me to sink it
The third takes away my stress
We always have three cumshots
On the fourth of one, I lower the moon
But she wants to be with Maluma and me at the same time
I'm in love with all four
I always look for them after four
All four love it in four
And I never fail like 24
It's always the Lakers' cap
No one gets screwed
I'm in trouble, and even confused
Because none of my mind is erased

(Ah!)
I put on Cartier glasses, leaving the airport
Vestio' Giuseppe, leather shoes
You have all my bank accounts and the MasterCard number
You are my official wife, I am in love with that culotte with that blonde hair
But I have another black haired woman who always wants to chichar
Sometimes it even comes to the studio
The chichando redhead is the one who gets the wettest
It bothers her that she calls me and I don't pick it up
We fight and he throws away my clothes and I have to call parrot to pick them up
I have a little butt with short hair
He tells me: ""Daddy, come inside, if you get me pregnant'—"" (Bryant Myers)

I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate
I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate

And I'm in trouble
I want to give it to all of them
They have me confused
I don't even know which one to stay with
And they all suck well
They all do me good
They all want to fuck me over hundred bills
They got me on a skid
Shopping on Valentine's Day
I already got more faces than a Ulysse Nardin watch
The thing is that the babies are hard and none of the four have become complete
Two have husbands and neither of them respect the husband.

Four chimbitas, four personalities
Two speak nice to me, two say mean things
Different nationalities
But when they fuck they all shout the same
She wants me to take her to Medallo
She wants me to put her in the car of the year
Let him catch one, squeeze the other
And the other two got together in the bathroom
Say what else you want to do
Dirty is going to entertain them
In the giant house, there is a party on the yacht that he wants to have
I don't know if you understand me, baby

I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate
I am in love with four babies, they always give me what I want
Chingan when I tell them, no one turns me on but
Two are married, one is single.
The other half psycho and if I don't call her she gets desperate

No-No-Noriel
Bryant Myers
Dirty Boy, Maluma
Versatility, guys
We are the kingpins of trap
Mr. Myers
Trap Capos
Maluma
Santana ""The Golden Boy""
Bryant Myers
Tell me, All Star, baby
Mera Juhn
Tell me, Ganda"
7ns16ylM6sbxo9ZWIwyE5d,es,"Ba-Ba-Babylon girl, ba-ba-babylon girl, ba-ba-babylon girl

Imagine the two of you on the beach
You won't have to compete with any of them.
I repeated all your voice notes
But now, look, I have you here

And when I see you again, I want us to meet in Altoque
That there is you and I, that we are in another and that nothing matters
And know that you are mine, life is fresh like your neckline
We're going to Cali, we dance salsa all night

There is a beach, only you and me are missing
I am your visa if you want to come
You are a mixture of sand and sun
The prettiest I've seen like that out there
You are a mixture of sand with sun, sand with sun and breeze
You are what is needed for a happy life

When I can return, I would like to take you to Los Roques
Mommy, I have a friend who is going to save our boat, and
Let him know my seas, his sky and all his colors
I want to kiss you, kiss you and dance all night, oh

Oh, like a madman, with my mind I will do it
You my babylon girl, your angelic smile, that was what I swallowed
And like a madman, with my mind I manifested to you
A Cali baby girl, almost Caribbean girl, golden in her skin

Oh, annihilated, you can see him from afar
Vara más as he will say, he brings me a couple of kisses
What it transmits to me is not normal
Seeing him in the eyes makes me levitate
Yeah, and it feels, ma, it feels
Your energy, mommy, is transparent
And me, it feels good, it feels
I'll take you when they change the president

And when I see you again, I want us to meet in Altoque
That there is you and I, that we are in another and that nothing matters
And know that you are mine, life is fresh like your neckline
We're going to Cali, we dance salsa all night

When I can return, I would like to take you to Los Roques
Mommy, I have a guy who is going to save our boat.
Let him know my seas, his sky and all his colors
I want to kiss you, kiss you and dance all night

Are you going with Kapo, are you going to Cali tonight?
Or are you going with me, are you going with Danny to Los Roques?"
2Mgur7BKnpr7OG3izSNFTA,es,"The official version of the theme will be available soon!

What a villain she gives me
Baby, I can't stand it
I like you so much, oh
But I want to chichar you (Ah)
None of us are 'holy' (Yeh)
Let's make a song, oh (Make a song, Anuel)

The sun sets and the demon comes out, eh-eh (Anonimus; uah-uah; Almighty)
And she wants a bug and I have a demon (Eh-eh) uah, uah
Torturing you, mistreating you
My slave, ah-ah (Uah, uah)
Tying you (-te) and breaking you (-te)
My devil, ah-ah

Today I'm going to eat you again
If he calls, pick up the cell phone
But everything is quiet, we have to hide
a daughter of lucifer
A demon made into a woman
That's why I am your lover and you are faithful to mine (Bryant Myers)

You are an aphrodisiac, I get wicked every time I see you (Wuh)
I buy a condom at Texaco, I take it out, I touch you and I drool on you
Let's put our hands (Hand)
Always anesthetized, never good and healthy
You suck me, I suck you too
I put it in your pussy and put my de'o in your anus (Hahaha)
My lady is eight, mine is African
We are sinners, we are not Christians (Hoh)
The stick in the hand and the banana comb (Brr)
She is mine whenever I call her (Yeh)
They throw everyone at you but in other times I win (Always)
It comes to you like a sink (Oh)
When I hit you with the gypsy arm (Heh)
Undertaker at WrestleMania (Ha)
The kilos come from Armenia
My poop is very powerful, baby, your boy has micropenia (-penia)
And let's go 'for the five letter' (What?)
You like it when my bug penetrates you
Kneel down and suck it until milk comes out of the urethra (Hahaha)

Torturing you (Yeh), mistreating you (Yeh)
My slave, ah-ah (Uah, uah)
Tying you (-te) and breaking you (-te)
My devil, ah-ah

Today I'm going to eat you again
If he calls, pick up the cell phone
But everything is quiet, we have to hide
a daughter of lucifer
A demon made into a woman
That's why I am your lover and you are faithful to mine

(they run)
This is a secret (Shh!), shut up, they find out
Nobody knows what I'm messing with you, mommy (No), but I'll steal your wallet
We are not in feka, we are not in feka (Never)
She chicha and endeca (Endeca)
I always have fat from all the butter (Ha)
I have a library of porn with her' (Mommy)
Devil on a bicycle, fuck on a plane' he challenges me (Wuh)
Louis Vuitton the 'package' and the 'suitcase'
To take your ass and your tits
My kilos are aerial (Ah)
Bastard and I have an empire, to get you out of the way (Pla-pla)
I am the disease along with the remedy (Wuh)
She doesn't fall in love (No), she has a broken heart
I'm looking for her every weekend so that my penis breaks her shit (So I can break her)
Enslave, enslave, with my milk he is baptized
She always comes if they call her (Haha)
He sucks it and he never feels used
Almighty

You like how I play my tongue o nah (O nah), eh
You on top of me 'esnuda to'a mojá' (To'a mojá), eh-eh
You always come to me for nothing else, ah-ah (Eh-eh)
I am your little devil, he is evil, ah-ah-ah
He takes it out and puts it on (Puts it on)
The pearls and the condones (Condone)
And I have the R fullete, position with the drum (Brr)
And the 'kilo' are from Antioquia (Antioquia)
I come in your mouth (Ha)
And you always swallow it and you are good but very crazy (Haha)
Let's fuck again, eh-eh (Eh-eh)
That I am very wicked
And for the bastard of your e-ex (E-ex)
I'm done buying a dragon, uah (Brr)
He likes gangsters like Lynette Chico (Chico)
Baby, I'll catch your cat and give him 30 something

Today I will see you again
If he calls, pick up the cell phone
'I smoke marijuana
Today you will be my slave in a motel room

Tell me, Anuel
Real to death, eh-eh
Tell me, Bryant
Real to death, eh-eh (Yeah, yeah, yeah)
Primo Boyz Music
Anuel (Anonymous)
Real to the death, did you hear you, baby?
Hey, The Darkness
Mera, tell me, Geniuz
The 'untouchable', the' illuminati
Lil Geniuz
Mera, tell me, EQ
The Equalizer
'We are blessed', yeh
Mera, tell me, Almighty
Mera, tell me, Almighty
The devil on skates, did you hear you, baby? Haha (Blessed)
The 'Immortal' Industry
Mera, tell me, Bryant
Hey, The Darkness
Those who hit the trap
The gods of trap, did you hear you, baby?"
0QuHK1VvIZ1Kt2GfqRrdVo,es,"(With your face on the wall)
(Due to the smoke nothing can be seen anymore)
(The New Dawn)
Grr-paw

I don't trust anyone, but I trust on you
Without you empty, but with you I feel full
You like the movie and my Glock 22
With the Dior B22 I stand out in the crowd, yeah-yeah

I'm not just anyone, you're with #1
I'll smoke your boyfriend in a Backwood
Yes-if I'm down I get a muse of that ass (Haha)
I am the star and they are just the smoke, ma
It throbs if I grab your waist
Your friend is a lesbian, I put it in her and she doubts
Slow down, temperature rises
Codeine and tussi, you feel on high

I record you nightshot when your ass is bouncing on my dick
The 360 view in the entire suite
I put it all in you and I come inside you (Grr-paw)
I break you inside like I'm breaking the beat
When I take it out, it's dripping
I grab your neck, I'm suffocating you, stick on me
When we fuck with him I'm pointing at you (Haha)
You tell me don't stop, you want to see me killing you
With your face on the wall
Because of the smoke nothing can be seen anymore, we split half of it 512
With your friend, both of them flying

I'm not just anyone, you're with #1 (#1)
I'll smoke your boyfriend in a Backwood
Yes-if I'm down I get a muse of that ass (Of that ass)
I am the star and they are just the smoke, ma
It throbs if I grab your waist (Haha)
Your friend is a lesbian, I put it in her and she doubts (She)
Slow down, the temperature rises (Temperature)
Codeine and tussi, you feel on high

I don't trust anyone, but I trust on you
Without you empty, but with you I feel full
You like the movie and my Glock 22
With the Dior B22 I stand out in the crowd, yeah-yeah

Grr-paw
I'm not just anyone, you're with #1
I'll smoke your boyfriend in a Backwood
Yes-if I'm down, I get a muse from that ass
I am the star and they are just the smoke, ma"
3GhmL9fuM8jwGcHCFbeo3v,es,"If you go crazy for me (Aha)
And I go crazy for you (Baby)
So, mommy, leave the boyfriend you have' (Muak)
Tell him that you don't want him, that you prefer me (Okay)
If you go crazy for me (Yes)
And I go crazy for you (Me too)
So, mommy, leave the boyfriend you have.'
Tell him that you don't want him, that you prefer me

Me, you prefer me-me (You prefer me)
That you prefer me (That you prefer me)
That you prefer me-me (That you prefer me)
that you prefer me

Hey, I know you have a boyfriend (Yup), that he treats you well (Okay)
But not like me (Na'), I treat you a hundred (Haha)
He gives you good sex, sometimes hot (Na')
I don't give you sex, I make love to you (Obliga'o)
He takes you to the club to hang out (It's okay)
Me to another planet, VIP without checking suitcase' (Fium)
I am real to you, he is full 'e feka (Uh-ah)
He says many things and none of them are concrete, prra

If you go crazy for me (Aha)
And I go crazy for you (Baby)
So, mommy, leave the boyfriend you have' (Muak)
Tell him that you don't want him, that you prefer me (Haha)
If you go crazy for me
And I go crazy for you
So, mommy, leave the boyfriend you have.'
Tell him that you don't want him, that you prefer me

Sometimes in life you have to make a decision
Sometimes those decisions break hearts (Okay)
But you have to think about yourself first and not about others' (Hahaha)
Even if you cause pain and leave broken feelings
The wounds heal, but time doesn't stop (No)
I don't understand why you stay with him
When you have me here (Yeah) waiting for you
I know you prefer me (All day)
I'm aware that you want it, but you love me

If you go crazy for me (Crazy for me)
And I go crazy for you (For you)
So, mommy, leave the boyfriend you have.'
Tell him that you don't want him, that you prefer me

Me, you prefer me-me (You prefer me)
That you prefer me (That you prefer me)
That you prefer me-me (That you prefer me)
that you prefer me

austin
Archangel, pa, La Marash
Baby, never let love become a routine
True love is so close (You know it, yep)
Why are you so stubborn?
If you know that when you approach me (In front of you)
You wake up to reality
Mambo Kingz
Tell him, Luian
Flow Factory, alright"
6qDTm2QbRSLlSmaUSJE6bF,es,"Yeah
You have to remove the sand before
Because today we're going to throw the son of a bitch dump truck into the river, mommy.
So do it

I've been eating katana since I was 15 (Oops)
I'm not a soccer player because of a fucking sprain (Heh, never)
Lung, because I didn't want to be a marijuana user
In the threesome it's what I say, love, don't disavow me (You son of a bitch)
If the other wants to suck, let her, don't fag and follow her
Do you have it in front? Spit it out, if not the curve, take it
So that I can go and tell what we did at the auction
Did you think they were just themes? No, my love, we told you
Listening to Sir Speedy, if not Polish and Lito (Bitch, heh)
I give him a kilo verb to see if he lets go of the little one
I'm asking you for a DiDi, get dressed quickly (Fium)
How could I not lose Dorito with that breath? (Luck, mommy)
If you are afraid, don't buy a dog, buy two instead.
Now there are pounds of exotics, before there was no rice (Ah, no)
More handles than Pibe in Maradios' hand (Please)
Revive Diomedes, I didn't manage to say goodbye (Ouch)

If he writes to me and he's a jerk, good luck, I ignore him
The same cuca for a week? The chimba, I get enzoro
Even if Durex sponsored me, I never wear a lining
And why the hell, faggot? For that I bought a parrot
If he writes to me and he's a jerk, good luck, I ignore him
The same cuca for a week? The chimba, I get enzoro
Even if Durex sponsored me, I never wear a lining
And why the hell, faggot? For that I bought a parrot
Hahaha

I never dreamed of being a singer
What did you want to be?
Soccer player, I always wanted to be a soccer player
But it wasn't given to me, ha
I liked to go play and I warmed up first
But the lungs before the games
Well, he who understood it, understood it

Chimba that picho me is crazy in reality (Haha)
They don't forget my chimbo and much less how I gave them
They fantasize about my poses and how delicious I put them in
They tell their friends and call asking to pee (Haha)
I have never treated any whore with anything (Ay, ome)
I love them like you, my love, big ass and petite (Yes? Ah, well)
The boyfriend is a cool guy, I gave him the clothes (Haha)
Then take all that off and fill it with milk
Your princess will always be my dog (Mine)
I make the child study night and day (Ha, Hail Mary, my love)
He swallows so much milk that I call him ""Alquería""
How delicious, badass
Call me a drawer, yes, call me a worm, me
You are not friends, no, and you never were, yeah (Never, never)
I always eat well, verified whore
But if it's your chimba, I'll send it detonated (Listen, then)
Oh, what a shame, oh, what a shame, excuse me.
Only a rich ass and no abrupt face
That blowjob of his won my Puskás award
Head like Zidane, come on, so you can shine
M, I'm high and I'm drunk
I get a great job without anything 'e Mero Macho
I wear lining, there is a lot of illness, boy (Boy)
But if it is very good, I entrust myself to San Pacho (In the name of the father, of the son)

Ah no, in the name of the father, of the son, of the holy spirit, amen
Oh, how am I going to get away with that filthy thing, ome, no lies
Come in, love, let's wait until nothing happens
Always Blessd, made in Medellín
Haha
Hey, Geezy, say it, well, gonorrhea
Money Makers
Nun
Hey, some black people are waiting for him downstairs
What is the return like?
Don't get mercy on these niggas
Hahaha
Hey, Monja, don't get mercy on these niggas"
5TFD2bmFKGhoCRbX61nXY5,es,"¡
New
 Yol
!

If you want to have fun
With charm and beauty
You just have to live (
Where?
)
A summer in New York (
New York!
)
If you want to have fun
With charm and beauty (
But what is this?
)
You just have to live (
And this cold?
)
A summer in New York (
Just a little while
)

Hey, hey, hey, 4th of July, 4th of July
I'm with my cousin, drunk, rulay
My people in the Bronx know what's there
With the note on high for Washington Heights
Willie Colón, they call me ""the bad guy"", hey
Because the years go by and I keep hitting it
Selling album like painting of Frida Kahlo
The parakeet is white, yes, yes, the tusi is pink, eh, eh
Don't confuse you, no, no, better avoid, hey (Hey)
A shot of cañita at Toñita and PR's house feels close
Yes, yes, yes, I have the championship, nobody takes it from me

The best in the world
Number one, the best in the world, okay? Puerto Rico!

How Bad Bunny is going to be king of pop, hey
With reggaeton and dembow? Hey
With reggaeton and dembow, yes
With reggaeton and dembow
How Bad Bunny is going to be king of pop, hey
With reggaeton and dembow?
I feel like Lapiz in ""Capea El Dough""
When I was born, flow was born
From la'o to la'o, ping-pong
A heavy flow, Big Pun
With a silencer we steal 'the cats', James Bond, hey
I am in mine, I have no adversary, no
With Los Yankee' and Los Met', Juan Soto
Let's run, let's take it out again 'the stadium (Hey)

If you want to have fun
With charm and beauty
You just have to live (
We're leaving right now'
)
A summer in New—(
A little more, a little more
)

Shh, be careful, don't let anyone listen to us
Shh, be careful, don't let anyone listen to us
Shh, be careful, don't let anyone listen to us
Shh, take care—

You have a picket, mommy, me too
You're hot, I'm hot too
I smell delicious and I walk with those of a hundred
If you want it, you have to move it
You have a picket, mommy, me too
You're hot, I'm hot too
I smell delicious and I walk with those of a hundred
If you want it, you have to move it

It has to move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
It has to move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
It has to move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
It has to move'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'-ve'
Shh"
4pjkZyNZnOJEPpBmzOqTC2,es,"There were things left pending' (Sisas), between you and me (Mommy, you know)
Tell me what I did to you, if all I did was make love to you
You don't forget me
We have a connection that will last a lifetime
It drives me crazy, I think about you all day
Give me your soul and I'll give you mine

Mommy, it was passion and sex, nights of kissing' (Ah?)
Mommy, you, give me a little bit of that (How delicious)
Mommy, you are a goddess and I pray to you
Glasses of wine to let go of the process
Mommy, it was passion and sex (Yes), nights of kissing' (Ah?)
Mommy, you, give me a little bit of that (Ma)
Mommy, you are a goddess and I pray to you (Rico)
Glasses of wine to release the process

I'm going to take you to PR like Bad Bo
If it's for me, I'll catch you, impregnate you and make you a twin' like Eladio
You know that I am bad
If you shout at me: ""Gentle"", you know that I go harder and I don't stop
'You were bored, he didn't please you'
Nobody has the fire that God asked for
I will never let go of you
Look how rich you are, you deserve to be fucked every day
Don't leave yet, stay a little longer, a little longer
Tell him I know all your favorite poses
I'm talking bad to you and that's all that excites you
That's why whenever I call you you answer 'I'm what you need'

Passion and sex, eat you with a kiss'
Mommy, you are a goddess and I pray to you
Glasses of wine to fuck too much
Ours is forever, let's enjoy the process
Mommy, it was passion and sex (Yes), nights of kissing' (Ah?)
Mommy, you, give me a little bit of that (Ma)
Mommy, you are a goddess and I pray to you (Rico)
Glasses of wine to release the process

Shy and lets go with the drink (Oh, right?)
He lives in Cali and came to Medallo (De ley)
Your kisses cold like the rain of Eladio
I felt like eating you, tell me, what do I do?
Baileys sips, you are my baby (Rico)
Friends with privileges, my love, our sex is friendly
Making love I feel like you are my other half (Yes)
Give me another powder, let's strengthen the friendship
Mommy, I saw you in the jacuzzi, foam (Ah?)
I work and she doesn't even smoke (Aha)
But take, take, and even turn on
If life separates us, let sex unite us (Aha)

Whenever we make love, the clock stops (Ha)
With you I don't care about the time (Haha)
Call me when you're alone

Mommy, it was passion and sex (Yes), nights of kissing' (Ah?)
Mommy, you, give me a little bit of that (Rico)
Mommy, you are a goddess and I pray to you (Yes)
Glasses of wine to release the process
Passion and sex, eat you with a kiss'
Mommy, you are a goddess and I pray to you
Glasses of wine to fuck too much
Ours is forever, let's enjoy the process

Hahahaha
Armholes, The K
The Trap of Medallo, The Trap of Colombia
A suitcase in feeling, ma
Hahaha
For you whatever you ask of me
But let's do it again, well
Oh, right? Hahaha
Deezy, Prime, The Money Makers (The Money Makers)
With The Rudeboyz (Rudeboyz)
Kevin ADG, Chan The Genius, ah
Oh yes
my little star"
4YM3IYESNKXWYHbPXvMMVD,es,"That it doesn't work, it's obvious
The truth is complicated for us (Yes, yes, yes)
Swimming against the current the noise of the people adds up
Making me doubt to the point that I let you go

But please, baby, don't cry
From afar I will love you, I will love you
Please, baby, don't cry
It hurts to love
Please, baby, don't cry
If I leave, I will love you forever
Please, baby, don't cry
No, baby, don't cry

Don't cry, your tears hurt, they produce nostalgia
I want you to fly with all your magic
So far away, I applaud you better

Maybe in another space, yes
Suddenly in another moment
Maybe at another time, yes
We finally managed to understand each other
Maybe in another season we will have a nice ending
Maybe in another time
Maybe your smile will come back and your smell will come back to me

Please baby don't cry
From afar I will love you, I will love you
Please, baby, don't cry
It hurts to love
Please, baby, don't cry
If I leave, I will love you forever
Please, baby, don't cry
No, baby, don't cry

I wrote to you, I deleted it
I promised not to look for you
If they ask, I will say that suddenly in another life I can love you

Maybe in another space, yes
Suddenly in another moment
Maybe at another time, yes
We finally managed to understand each other
Maybe in another season we will have a nice ending
Maybe in another time
Maybe your smile will come back and your smell will come back to me

Please, baby, don't cry
From afar I will love you, I will love you
Please, baby, don't cry
It hurts to love
Please, baby, don't cry
If I leave, I will love you forever
Please, baby, don't cry
No, baby, don't cry

(Please, baby, don't cry)
(No, no, no) From afar I will love you, I will love you
(Please, baby, don't cry)
(No, no) It hurts to love
(Please, baby, don't cry)
(No, no, no) If I leave, I will love you forever
(Please, baby, don't cry)
(No, baby, don't cry)
(No more, no more)"
6uiQ0DqbXTBc8tl0AUKZkR,es,"Go-Go-Come and don't leave, because you go without
A man told me that you are my lady
I threw it at him yes, and now it's his turn yes
I'm not afraid if I have you in front of me
Throwing lip, I'm going ahead
Yes I know that you know them all
It always appears in ""For you""
I wanted her for me, my baby—, baby—

A wand designed his body
And the truth, if it's better, it explodes
She has the little trick, the little dance step
I hit it so that I can dance, I can dance
A wand designed his body
And the truth, if it's better, it explodes
She has the little trick, the little dance step (Hey, me)
I hit it so that I can dance, I can dance

I like it when you throw hearts at me
Because I've been after you for a while (Yeah, yeah)
I want everything, I want you to fall in love, baby
I love you just for me, yeah, yeah
Baby, everyone on the street knows who we are
That's why they're looking here, yeah, yeah
'Cause we shine like bli-bling
Yeah, bli-bling, yeah, bli-ling (Hey, me)

Come and don't leave, because you go without
A man told me that you are my lady
I told him yes, and now it's his turn yes
I'm not afraid if I have you in front of me
Throwing lip, I'm going ahead
Yes I know that you know them all
It always appears in ""For you""
I wanted her for me, my baby—, baby—

A wand designed his body
And the truth, if it's better, it explodes
She has the little trick, the little dance step
I hit it so that I can dance, I can dance
A wand designed his body
And the truth, if it's better, it explodes
She has the little trick, the little dance step
I hit it so that I can dance, I can dance"
0e3d2UZRjtvviXWWMRYGQo,es,"Money Makers
Always Blessed
How pretty you are (How pretty you are)
What a twist that I have to find you here, in this place (This place)
But falling in love with her has a price and I'm willing to pay (Willing to pay)
And that's why I want to take her from here (Take her from here), let her dance only for me (Only for me)

And caress her to'a, to'a, to'a, to'a, to'a
Caress her to'a, to'a, to'a, to'a

And if he dances to you
She hypnotizes you, but you can't touch her
Chimbita of the fine ones, she doesn't care what they say
They don't know what that little dress is carrying
She is a devil, but she has a soul
Your lucky day and I'm your guardian angel
If it were exclusive, I would like to make her fall in love
But change the heart in exchange for 'e silver, silver (Haha)

Fanatic (Fanatic)
In my show it will always be the main one (-al)
I know your price and today I am going to pay it (-ar)
Protagonist, star I want to try (-ar)

And caress her, and caress her to'a, to'a, to'a, to'a, to'a
Caress her to'a, to'a, to'a, to'a

How she dances, it's hard not to look at her
And if she doesn't pay him, you can't touch her
There it goes, again
Looks good from head to toe
She is the star, the protagonist
There is no man who can resist him
They fall in love with her at first sight
That's why it's the favorite on my list.
Of his show, I am his fan
And it's got me sweating like a lunatic
I'm going crazy in critical condition
His entire physique has me wrapped up

And that's why I want to take her away from here.
Let him dance only to me
And caress her all
And caress her all
Hey

And caress her to'a, to'a, to'a, to'a, to'a
Caress her to'a, to'a, to'a, to'a (hehe)

She is a sexy girl who dances
She's on another turn
And among so many loves
It has always been the best
She is a sexy girl who dances
She's on another turn
He gives you his heart in exchange for money
Tell me what you want to do with me
Tell me, tell me, ma
If I'm here watching you model
(hehe)

To caress her
To caress her all, all, all, all, all
Caress her to'a, to'a, to'a, to'a (Hehe)

And if she dances to you, she hypnotizes you
But you can't touch it
Chimbita of the fine ones
Don't care what they talk
Hey, Hail Mary, my love
What can I tell you, what can I tell you?
Arrowed by you
How you move, my darling
Never in my life has anyone moved me so well like that.
Nun, don't get mercy on these niggas
Money Makers
Always Blessed
Tell me, Jara
Hahaha, tell me, baby
(Fanatic)
(You will always be the main one in my show)
This is eternal music
J Alvarez
This is the new system
Indica, Blessed
(I know your price and today I am going to pay it)
What's about us doesn't expire
On Top Of The World Music"
2btNsI4OvcVl7SAHQQDHFB,es,"Ovy On The Drums
O-O-Ovy On The Drums (You're a mamacita, you know)
Look at my face if you don't feel the same (Haha, Hail Mary, my love)
That I will understand, not everyone can keep up with my pace (I know)
That's why you're leaving, baby, I thought it was for life
But you lose what you don't take care of
Most likely someone else will punish you
My love, why do I say no?

Your goodbye hurts, but it flies
That while I get tangled in other skins
I hope someone else consoles me
Your goodbye hurts, but it flies
That while I get tangled in other skins
I hope someone else consoles me

I'm not going to forget the call
When you talked to me to break up with me
Telling me that you were already tired
Fighting over some asses that I don't even follow
But in the end your doubt won (Haha)
You cashed a check for something
And if so, don't look for my help (Oh, I know)
I am no longer the one who undresses you
In the street you are talking bad about me, I already know
But you don't say all the nice things I gave you, I already know

Nothing happens here, go with God
Relax, the one who is left over is me (It's me)
If you ask me if this hurt me
My love, why do I say no?

Your goodbye hurts, but it flies
That while I get tangled in other skins
I hope someone else consoles me
Your goodbye hurts, but it flies
That while I get tangled in other skins
I hope someone else consoles me

You know what, my love?
I know she was tired, that she didn't feel comfortable
That this, that that
If not, that's my life
But don't worry, mamacita, we're going to get together in the future.
And if we don't get together, we have the experience in our heads
Haha, hey
And this is for you
you know who
Ovy On The Drums, El Bendito and KEITYN
Haha
Tell me, Jara (From the Antioquia neighborhood)"
